transcript_id,ticker,earnings_date,fiscal_quarter,year,company_name,word_count_clean,finbert_score,finbert_positive,finbert_negative,finbert_neutral,chunk_count,mean_confidence,lm_tone_score,lm_tone,lm_positive_count,lm_negative_count,lm_word_count,lm_label,finbert_direction,lm_direction,directional_agreement,score_difference,absolute_difference,divergence_flag,return_1d,ar_1d,return_2d,ar_2d,return_3d,ar_3d,return_5d,ar_5d,return_10d,ar_10d,market_row_count,market_window_start,market_window_end,mean_return,std_return,mean_abnormal_return,mean_volume,price_min,price_max
AAPL_20201029,AAPL,2020-10-29 17:00:00,4,2020,Apple Inc.,8484,0.4324489356025076,0.4608808283369491,0.028431892329331757,0.510687284356275,31.0,0.7765344158064517,0.49211241419665436,0.49211241419665436,172,60,9026,positive,positive,positive,True,-0.05966347859414678,0.05966347859414678,False,-0.0008266579075562053,0.011302892222619487,0.01451402038111671,0.03862599465510763,0.05594344709049803,0.09189250409397076,0.0921807020284442,0.1513749305682659,,,77,2020-07-31,2020-11-17,0.0019422958544165773,0.026972627157976218,0.0005723972380235929,163492379.2207792,100.82499694824219,137.97999572753906
