transcript_id,ticker,earnings_date,fiscal_quarter,finbert_score,finbert_positive,finbert_negative,finbert_neutral,chunk_count,mean_confidence,lm_positive_count_x,lm_negative_count_x,lm_tone_score,lm_tone,lm_word_count,lm_total_words,lm_total_tokens,lm_label,event_date,finbert_sentiment_score,finbert_sentiment_label,return_1d,ar_1d,return_2d,ar_2d,return_3d,ar_3d,return_5d,ar_5d,return_10d,ar_10d,car_3d,car_5d,volume,rolling_volatility_20d,sma_20,relative_day,finbert_positive_score,finbert_negative_score,finbert_neutral_score,lm_positive_count_y,lm_negative_count_y,finbert_label,lm_label_normalized,lm_tone_normalized,sentiment_label_agree,sentiment_score_gap
AAPL_20201029,AAPL,2020-10-29 17:00:00,4,0.4324489356025076,0.4608808283369491,0.028431892329331757,0.510687284356275,31.0,0.7765344158064517,172,60,0.49211241419665436,0.49211241419665436,9026,9026,9026,positive,2020-10-30,0.4324489356025076,,-0.0008266579075562053,0.011302892222619487,0.01451402038111671,0.03862599465510763,0.05594344709049803,0.09189250409397076,0.0921807020284442,0.1513749305682659,,,0.14182139097169788,0.2931963215399638,190272600,0.4473728619581025,113.06400566101074,0,0.4608808283369491,0.028431892329331757,0.510687284356275,172,60,positive,positive,0.49211241419665436,True,-0.05966347859414678
